complaint_id,source,date_received,product,raw_text,cleaned_text,primary_category,original_issue
cfpb_100012,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $9,018, my account was locked, and the customer service disappeared. This is an organized online investment fraud.","I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $9,018, my account was locked, and the customer service disappeared. This is an organized online investment fraud.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100013,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $11,301.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $11,301.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100014,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"An unauthorized wire transfer of $10,541 was initiated from my checking account at Coinbase. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.","An unauthorized wire transfer of $10,541 was initiated from my checking account at Coinbase. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100015,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at JPMorgan Chase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $14,064. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at JPMorgan Chase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $14,064. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100016,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I noticed several unauthorized electronic debit transactions totaling $1,306 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.","I noticed several unauthorized electronic debit transactions totaling $1,306 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100017,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I noticed several unauthorized electronic debit transactions totaling $11,369 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.","I noticed several unauthorized electronic debit transactions totaling $11,369 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100018,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $9,772.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $9,772.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100019,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $11,034.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $11,034.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100020,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from Citibank stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $11,219.","I received a text message purporting to be from Citibank stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $11,219.",phishing_social_engineering,Phishing Social Engineering
cfpb_100021,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from Wells Fargo stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $8,007.","I received a text message purporting to be from Wells Fargo stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $8,007.",phishing_social_engineering,Phishing Social Engineering
cfpb_100022,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $12,538, my account was locked, and the customer service disappeared. This is an organized online investment fraud.","I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $12,538, my account was locked, and the customer service disappeared. This is an organized online investment fraud.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100023,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"My online banking portal at Bank of America was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.","My online banking portal at Bank of America was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100024,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"My online banking portal at Bank of America was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.","My online banking portal at Bank of America was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100025,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $3,874 for charges I never made. I have filed an FTC identity theft report.","A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $3,874 for charges I never made. I have filed an FTC identity theft report.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100026,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"My online banking portal at Capital One was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.","My online banking portal at Capital One was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100027,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"An unauthorized wire transfer of $310 was initiated from my checking account at Bank of America. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.","An unauthorized wire transfer of $310 was initiated from my checking account at Bank of America. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100028,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"An unauthorized wire transfer of $6,296 was initiated from my checking account at Capital One. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.","An unauthorized wire transfer of $6,296 was initiated from my checking account at Capital One. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100029,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,Someone created a duplicate account with my personal information and redirected my tax refund. I am a victim of identity theft and received no notification from Bank of America before this happened.,Someone created a duplicate account with my personal information and redirected my tax refund. I am a victim of identity theft and received no notification from Bank of America before this happened.,identity_theft_impersonation,Identity Theft Impersonation
cfpb_100030,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"A pop-up alert appeared on my computer claiming a critical security virus and instructed me to call customer support. The fake tech support agent gained remote access to my computer and transferred $13,795 from my savings.","A pop-up alert appeared on my computer claiming a critical security virus and instructed me to call customer support. The fake tech support agent gained remote access to my computer and transferred $13,795 from my savings.",phishing_social_engineering,Phishing Social Engineering
cfpb_100031,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,Someone created a duplicate account with my personal information and redirected my tax refund. I am a victim of identity theft and received no notification from JPMorgan Chase before this happened.,Someone created a duplicate account with my personal information and redirected my tax refund. I am a victim of identity theft and received no notification from JPMorgan Chase before this happened.,identity_theft_impersonation,Identity Theft Impersonation
cfpb_100032,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at Citibank without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $10,902. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at Citibank without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $10,902. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100033,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at PayPal without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $1,423. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at PayPal without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $1,423. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100034,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $6,465.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $6,465.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100035,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from Citibank stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $2,580.","I received a text message purporting to be from Citibank stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $2,580.",phishing_social_engineering,Phishing Social Engineering
cfpb_100036,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from Citibank stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $8,316.","I received a text message purporting to be from Citibank stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $8,316.",phishing_social_engineering,Phishing Social Engineering
cfpb_100037,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,Someone created a duplicate account with my personal information and redirected my tax refund. I am a victim of identity theft and received no notification from Capital One before this happened.,Someone created a duplicate account with my personal information and redirected my tax refund. I am a victim of identity theft and received no notification from Capital One before this happened.,identity_theft_impersonation,Identity Theft Impersonation
cfpb_100038,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,I noticed several unauthorized electronic debit transactions totaling $634 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.,I noticed several unauthorized electronic debit transactions totaling $634 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.,financial_cyber_fraud,Financial Cyber Fraud
cfpb_100039,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $11,371.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $11,371.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100040,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $7,706 for charges I never made. I have filed an FTC identity theft report.","A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $7,706 for charges I never made. I have filed an FTC identity theft report.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100041,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"An unauthorized wire transfer of $2,030 was initiated from my checking account at PayPal. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.","An unauthorized wire transfer of $2,030 was initiated from my checking account at PayPal. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100042,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $478, my account was locked, and the customer service disappeared. This is an organized online investment fraud.","I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $478, my account was locked, and the customer service disappeared. This is an organized online investment fraud.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100043,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at Coinbase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $8,719. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at Coinbase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $8,719. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100044,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from PayPal stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $5,082.","I received a text message purporting to be from PayPal stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $5,082.",phishing_social_engineering,Phishing Social Engineering
cfpb_100045,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $13,241.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $13,241.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100046,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $7,931, my account was locked, and the customer service disappeared. This is an organized online investment fraud.","I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $7,931, my account was locked, and the customer service disappeared. This is an organized online investment fraud.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100047,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from Bank of America stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $14,612.","I received a text message purporting to be from Bank of America stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $14,612.",phishing_social_engineering,Phishing Social Engineering
cfpb_100048,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.","I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.",phishing_social_engineering,Phishing Social Engineering
cfpb_100049,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $10,671 for charges I never made. I have filed an FTC identity theft report.","A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $10,671 for charges I never made. I have filed an FTC identity theft report.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100050,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I noticed several unauthorized electronic debit transactions totaling $3,079 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.","I noticed several unauthorized electronic debit transactions totaling $3,079 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100051,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I noticed several unauthorized electronic debit transactions totaling $12,785 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.","I noticed several unauthorized electronic debit transactions totaling $12,785 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100052,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"My login credentials were compromised following a third-party data leak. Hackers accessed my online profile, changed my password, and locked me out while attempting multiple wire transfers.","My login credentials were compromised following a third-party data leak. Hackers accessed my online profile, changed my password, and locked me out while attempting multiple wire transfers.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100053,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.","I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.",phishing_social_engineering,Phishing Social Engineering
cfpb_100054,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at JPMorgan Chase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $5,642. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at JPMorgan Chase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $5,642. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100055,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"An unauthorized wire transfer of $5,212 was initiated from my checking account at Capital One. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.","An unauthorized wire transfer of $5,212 was initiated from my checking account at Capital One. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100056,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"My login credentials were compromised following a third-party data leak. Hackers accessed my online profile, changed my password, and locked me out while attempting multiple wire transfers.","My login credentials were compromised following a third-party data leak. Hackers accessed my online profile, changed my password, and locked me out while attempting multiple wire transfers.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100057,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"My online banking portal at Coinbase was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.","My online banking portal at Coinbase was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100058,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.","I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.",phishing_social_engineering,Phishing Social Engineering
cfpb_100059,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I noticed several unauthorized electronic debit transactions totaling $11,505 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.","I noticed several unauthorized electronic debit transactions totaling $11,505 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_100060,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $1,779 for charges I never made. I have filed an FTC identity theft report.","A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $1,779 for charges I never made. I have filed an FTC identity theft report.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100061,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.","I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.",phishing_social_engineering,Phishing Social Engineering
cfpb_100062,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at Coinbase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $5,678. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at Coinbase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $5,678. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100063,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.","I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.",phishing_social_engineering,Phishing Social Engineering
cfpb_100064,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"A pop-up alert appeared on my computer claiming a critical security virus and instructed me to call customer support. The fake tech support agent gained remote access to my computer and transferred $13,698 from my savings.","A pop-up alert appeared on my computer claiming a critical security virus and instructed me to call customer support. The fake tech support agent gained remote access to my computer and transferred $13,698 from my savings.",phishing_social_engineering,Phishing Social Engineering
cfpb_100065,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $598.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $598.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100066,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $3,786.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $3,786.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100067,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at Capital One without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $272. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at Capital One without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $272. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100068,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"My online banking portal at Bank of America was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.","My online banking portal at Bank of America was breached. The hacker changed my registered phone number and email address via a SIM swap attack, preventing me from receiving security alerts.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100069,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $11,538.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $11,538.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100070,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.","I received a fraudulent email from a spoofed address claiming I had an overdue invoice. The link in the email prompted me to enter my banking password, which resulted in fraudulent charges.",phishing_social_engineering,Phishing Social Engineering
