complaint_id,source,date_received,product,raw_text,cleaned_text,primary_category,original_issue
eurepoc_200014,eurepoc,2024-04-10,Technical Cyber Threat Incident,"State-aligned threat group APT28 (Fancy Bear) breached a regional healthcare facility using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.","State-aligned threat group APT28 (Fancy Bear) breached a regional healthcare facility using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200015,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by APT28 (Fancy Bear) compromised the internal network of a commercial banking network via compromised credentials. The actors exfiltrated 874GB of proprietary databases before deploying ransomware binaries. A ransom demand of $6,127K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by APT28 (Fancy Bear) compromised the internal network of a commercial banking network via compromised credentials. The actors exfiltrated 874GB of proprietary databases before deploying ransomware binaries. A ransom demand of $6,127K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
eurepoc_200016,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a telecommunications provider, causing complete denial of service for 55 hours.","A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a telecommunications provider, causing complete denial of service for 55 hours.",denial_of_service_disruption,Denial Of Service Disruption
eurepoc_200017,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Threat group LockBit 3.0 launched an extortion attack against a municipal water authority. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $2,287K within 48 hours to halt the auction of exfiltrated administrative files.","Threat group LockBit 3.0 launched an extortion attack against a municipal water authority. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $2,287K within 48 hours to halt the auction of exfiltrated administrative files.",ransomware_extortion,Ransomware Extortion
eurepoc_200018,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by Akira compromised the internal network of a pharmaceutical research lab via compromised credentials. The actors exfiltrated 667GB of proprietary databases before deploying ransomware binaries. A ransom demand of $4,162K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by Akira compromised the internal network of a pharmaceutical research lab via compromised credentials. The actors exfiltrated 667GB of proprietary databases before deploying ransomware binaries. A ransom demand of $4,162K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
eurepoc_200019,eurepoc,2024-04-10,Technical Cyber Threat Incident,"State-aligned threat group LockBit 3.0 breached a national railway operator using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.","State-aligned threat group LockBit 3.0 breached a national railway operator using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200020,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a national railway operator, causing complete denial of service for 69 hours.","A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a national railway operator, causing complete denial of service for 69 hours.",denial_of_service_disruption,Denial Of Service Disruption
eurepoc_200021,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Threat group LockBit 3.0 launched an extortion attack against a public port logistics hub. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $1,151K within 48 hours to halt the auction of exfiltrated administrative files.","Threat group LockBit 3.0 launched an extortion attack against a public port logistics hub. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $1,151K within 48 hours to halt the auction of exfiltrated administrative files.",ransomware_extortion,Ransomware Extortion
eurepoc_200022,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A critical ransomware outbreak hit a public port logistics hub. Operators weaponized vulnerability CVE-2023-2868 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $2,872K for decryption tools.","A critical ransomware outbreak hit a public port logistics hub. Operators weaponized vulnerability CVE-2023-2868 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $2,872K for decryption tools.",ransomware_extortion,Ransomware Extortion
eurepoc_200023,eurepoc,2024-04-10,Technical Cyber Threat Incident,Threat group LockBit 3.0 launched an extortion attack against a government tax agency. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $757K within 48 hours to halt the auction of exfiltrated administrative files.,Threat group LockBit 3.0 launched an extortion attack against a government tax agency. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $757K within 48 hours to halt the auction of exfiltrated administrative files.,ransomware_extortion,Ransomware Extortion
eurepoc_200024,eurepoc,2024-04-10,Technical Cyber Threat Incident,Threat group Lazarus Group launched an extortion attack against a government tax agency. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $768K within 48 hours to halt the auction of exfiltrated administrative files.,Threat group Lazarus Group launched an extortion attack against a government tax agency. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $768K within 48 hours to halt the auction of exfiltrated administrative files.,ransomware_extortion,Ransomware Extortion
eurepoc_200025,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by APT28 (Fancy Bear) compromised the internal network of a power grid distributor via compromised credentials. The actors exfiltrated 374GB of proprietary databases before deploying ransomware binaries. A ransom demand of $2,939K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by APT28 (Fancy Bear) compromised the internal network of a power grid distributor via compromised credentials. The actors exfiltrated 374GB of proprietary databases before deploying ransomware binaries. A ransom demand of $2,939K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
eurepoc_200026,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries gained unauthorized system access to a public port logistics hub by exploiting CVE-2023-20198. The intrusion compromised 220,000 user credentials, establishing persistent reverse shells across the internal DMZ.","Adversaries gained unauthorized system access to a public port logistics hub by exploiting CVE-2023-20198. The intrusion compromised 220,000 user credentials, establishing persistent reverse shells across the internal DMZ.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200027,eurepoc,2024-04-10,Technical Cyber Threat Incident,"An unauthenticated cloud storage bucket maintained by a government tax agency was compromised by unauthorized third parties. Attackers accessed 70,000 confidential records and backend system credentials.","An unauthenticated cloud storage bucket maintained by a government tax agency was compromised by unauthorized third parties. Attackers accessed 70,000 confidential records and backend system credentials.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200028,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Threat group Akira launched an extortion attack against a national railway operator. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $8,157K within 48 hours to halt the auction of exfiltrated administrative files.","Threat group Akira launched an extortion attack against a national railway operator. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $8,157K within 48 hours to halt the auction of exfiltrated administrative files.",ransomware_extortion,Ransomware Extortion
eurepoc_200029,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by APT28 (Fancy Bear) compromised the internal network of a public port logistics hub via compromised credentials. The actors exfiltrated 692GB of proprietary databases before deploying ransomware binaries. A ransom demand of $5,433K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by APT28 (Fancy Bear) compromised the internal network of a public port logistics hub via compromised credentials. The actors exfiltrated 692GB of proprietary databases before deploying ransomware binaries. A ransom demand of $5,433K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
eurepoc_200030,eurepoc,2024-04-10,Technical Cyber Threat Incident,"State-aligned threat group Sandworm breached a power grid distributor using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.","State-aligned threat group Sandworm breached a power grid distributor using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200031,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by Akira compromised the internal network of a aerospace defense contractor via compromised credentials. The actors exfiltrated 881GB of proprietary databases before deploying ransomware binaries. A ransom demand of $4,914K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by Akira compromised the internal network of a aerospace defense contractor via compromised credentials. The actors exfiltrated 881GB of proprietary databases before deploying ransomware binaries. A ransom demand of $4,914K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
eurepoc_200032,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries conducted destructive wiper malware and multi-vector Layer 7 DDoS attacks against a telecommunications provider. Web applications crashed under 46 million requests per second, knocking public services offline.","Adversaries conducted destructive wiper malware and multi-vector Layer 7 DDoS attacks against a telecommunications provider. Web applications crashed under 46 million requests per second, knocking public services offline.",denial_of_service_disruption,Denial Of Service Disruption
eurepoc_200033,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A massive volumetric Distributed Denial of Service (DDoS) attack peaking at 3.47 Tbps targeted a regional healthcare facility. The attack exploited an amplified DNS/UDP reflection vector through a global IoT botnet, resulting in 4 hours of total service outage.","A massive volumetric Distributed Denial of Service (DDoS) attack peaking at 3.47 Tbps targeted a regional healthcare facility. The attack exploited an amplified DNS/UDP reflection vector through a global IoT botnet, resulting in 4 hours of total service outage.",denial_of_service_disruption,Denial Of Service Disruption
eurepoc_200034,eurepoc,2024-04-10,Technical Cyber Threat Incident,"State-aligned threat group Akira breached a public port logistics hub using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.","State-aligned threat group Akira breached a public port logistics hub using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200035,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A critical ransomware outbreak hit a commercial banking network. Operators weaponized vulnerability CVE-2023-34362 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $1,281K for decryption tools.","A critical ransomware outbreak hit a commercial banking network. Operators weaponized vulnerability CVE-2023-34362 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $1,281K for decryption tools.",ransomware_extortion,Ransomware Extortion
eurepoc_200036,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries gained unauthorized system access to a public port logistics hub by exploiting CVE-2024-1709. The intrusion compromised 727,000 user credentials, establishing persistent reverse shells across the internal DMZ.","Adversaries gained unauthorized system access to a public port logistics hub by exploiting CVE-2024-1709. The intrusion compromised 727,000 user credentials, establishing persistent reverse shells across the internal DMZ.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200037,eurepoc,2024-04-10,Technical Cyber Threat Incident,"State-aligned threat group Volt Typhoon breached a national railway operator using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.","State-aligned threat group Volt Typhoon breached a national railway operator using stolen session tokens. Lateral movement was detected across multiple subnets, resulting in unauthorized exfiltration of sensitive telemetry.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200038,eurepoc,2024-04-10,Technical Cyber Threat Incident,A spear-phishing campaign attributed to Volt Typhoon targeted executives at a aerospace defense contractor. Weaponized PDF documents referencing fake regulatory audits delivered an infostealer payload harvesting domain credentials.,A spear-phishing campaign attributed to Volt Typhoon targeted executives at a aerospace defense contractor. Weaponized PDF documents referencing fake regulatory audits delivered an infostealer payload harvesting domain credentials.,phishing_social_engineering,Phishing Social Engineering
eurepoc_200039,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries conducted destructive wiper malware and multi-vector Layer 7 DDoS attacks against a municipal water authority. Web applications crashed under 84 million requests per second, knocking public services offline.","Adversaries conducted destructive wiper malware and multi-vector Layer 7 DDoS attacks against a municipal water authority. Web applications crashed under 84 million requests per second, knocking public services offline.",denial_of_service_disruption,Denial Of Service Disruption
eurepoc_200040,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A massive volumetric Distributed Denial of Service (DDoS) attack peaking at 1.97 Tbps targeted a public port logistics hub. The attack exploited an amplified DNS/UDP reflection vector through a global IoT botnet, resulting in 67 hours of total service outage.","A massive volumetric Distributed Denial of Service (DDoS) attack peaking at 1.97 Tbps targeted a public port logistics hub. The attack exploited an amplified DNS/UDP reflection vector through a global IoT botnet, resulting in 67 hours of total service outage.",denial_of_service_disruption,Denial Of Service Disruption
eurepoc_200041,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by LockBit 3.0 compromised the internal network of a telecommunications provider via compromised credentials. The actors exfiltrated 124GB of proprietary databases before deploying ransomware binaries. A ransom demand of $4,731K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by LockBit 3.0 compromised the internal network of a telecommunications provider via compromised credentials. The actors exfiltrated 124GB of proprietary databases before deploying ransomware binaries. A ransom demand of $4,731K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
eurepoc_200042,eurepoc,2024-04-10,Technical Cyber Threat Incident,Threat group APT28 (Fancy Bear) launched an extortion attack against a commercial banking network. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $755K within 48 hours to halt the auction of exfiltrated administrative files.,Threat group APT28 (Fancy Bear) launched an extortion attack against a commercial banking network. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $755K within 48 hours to halt the auction of exfiltrated administrative files.,ransomware_extortion,Ransomware Extortion
eurepoc_200043,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Attackers distributed phishing lures disguised as urgent software patch advisories to personnel at a municipal water authority, leading to payload execution and credential compromise.","Attackers distributed phishing lures disguised as urgent software patch advisories to personnel at a municipal water authority, leading to payload execution and credential compromise.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200044,eurepoc,2024-04-10,Technical Cyber Threat Incident,A spear-phishing campaign attributed to Lazarus Group targeted executives at a government tax agency. Weaponized PDF documents referencing fake regulatory audits delivered an infostealer payload harvesting domain credentials.,A spear-phishing campaign attributed to Lazarus Group targeted executives at a government tax agency. Weaponized PDF documents referencing fake regulatory audits delivered an infostealer payload harvesting domain credentials.,phishing_social_engineering,Phishing Social Engineering
eurepoc_200045,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by Lazarus Group compromised the internal network of a public port logistics hub via compromised credentials. The actors exfiltrated 344GB of proprietary databases before deploying ransomware binaries. A ransom demand of $8,071K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by Lazarus Group compromised the internal network of a public port logistics hub via compromised credentials. The actors exfiltrated 344GB of proprietary databases before deploying ransomware binaries. A ransom demand of $8,071K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
eurepoc_200046,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Threat group APT28 (Fancy Bear) launched an extortion attack against a power grid distributor. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $8,720K within 48 hours to halt the auction of exfiltrated administrative files.","Threat group APT28 (Fancy Bear) launched an extortion attack against a power grid distributor. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $8,720K within 48 hours to halt the auction of exfiltrated administrative files.",ransomware_extortion,Ransomware Extortion
eurepoc_200047,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A critical ransomware outbreak hit a national railway operator. Operators weaponized vulnerability CVE-2023-4966 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $4,224K for decryption tools.","A critical ransomware outbreak hit a national railway operator. Operators weaponized vulnerability CVE-2023-4966 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $4,224K for decryption tools.",ransomware_extortion,Ransomware Extortion
eurepoc_200048,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a pharmaceutical research lab, causing complete denial of service for 17 hours.","A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a pharmaceutical research lab, causing complete denial of service for 17 hours.",denial_of_service_disruption,Denial Of Service Disruption
eurepoc_200049,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries gained unauthorized system access to a power grid distributor by exploiting CVE-2023-34362. The intrusion compromised 260,000 user credentials, establishing persistent reverse shells across the internal DMZ.","Adversaries gained unauthorized system access to a power grid distributor by exploiting CVE-2023-34362. The intrusion compromised 260,000 user credentials, establishing persistent reverse shells across the internal DMZ.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200050,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Attackers distributed phishing lures disguised as urgent software patch advisories to personnel at a municipal water authority, leading to payload execution and credential compromise.","Attackers distributed phishing lures disguised as urgent software patch advisories to personnel at a municipal water authority, leading to payload execution and credential compromise.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200051,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A critical ransomware outbreak hit a municipal water authority. Operators weaponized vulnerability CVE-2024-1709 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $8,850K for decryption tools.","A critical ransomware outbreak hit a municipal water authority. Operators weaponized vulnerability CVE-2024-1709 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $8,850K for decryption tools.",ransomware_extortion,Ransomware Extortion
eurepoc_200052,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Employees at a pharmaceutical research lab received spoofed Microsoft 365 login requests. The Adversary-in-the-Middle (AiTM) proxy captured session cookies and bypassed MFA, facilitating unauthorized email forwarding rules.","Employees at a pharmaceutical research lab received spoofed Microsoft 365 login requests. The Adversary-in-the-Middle (AiTM) proxy captured session cookies and bypassed MFA, facilitating unauthorized email forwarding rules.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200053,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries conducted destructive wiper malware and multi-vector Layer 7 DDoS attacks against a government tax agency. Web applications crashed under 66 million requests per second, knocking public services offline.","Adversaries conducted destructive wiper malware and multi-vector Layer 7 DDoS attacks against a government tax agency. Web applications crashed under 66 million requests per second, knocking public services offline.",denial_of_service_disruption,Denial Of Service Disruption
eurepoc_200054,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Employees at a power grid distributor received spoofed Microsoft 365 login requests. The Adversary-in-the-Middle (AiTM) proxy captured session cookies and bypassed MFA, facilitating unauthorized email forwarding rules.","Employees at a power grid distributor received spoofed Microsoft 365 login requests. The Adversary-in-the-Middle (AiTM) proxy captured session cookies and bypassed MFA, facilitating unauthorized email forwarding rules.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200055,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries gained unauthorized system access to a regional healthcare facility by exploiting CVE-2023-4966. The intrusion compromised 649,000 user credentials, establishing persistent reverse shells across the internal DMZ.","Adversaries gained unauthorized system access to a regional healthcare facility by exploiting CVE-2023-4966. The intrusion compromised 649,000 user credentials, establishing persistent reverse shells across the internal DMZ.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200056,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Threat group Lazarus Group launched an extortion attack against a national railway operator. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $6,676K within 48 hours to halt the auction of exfiltrated administrative files.","Threat group Lazarus Group launched an extortion attack against a national railway operator. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $6,676K within 48 hours to halt the auction of exfiltrated administrative files.",ransomware_extortion,Ransomware Extortion
eurepoc_200057,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by Cl0p compromised the internal network of a regional healthcare facility via compromised credentials. The actors exfiltrated 310GB of proprietary databases before deploying ransomware binaries. A ransom demand of $6,150K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by Cl0p compromised the internal network of a regional healthcare facility via compromised credentials. The actors exfiltrated 310GB of proprietary databases before deploying ransomware binaries. A ransom demand of $6,150K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
