complaint_id,source,date_received,product,raw_text,cleaned_text,primary_category,original_issue
cfpb_101983,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $8,330.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $8,330.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_101609,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $2,865.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $2,865.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_200375,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries gained unauthorized system access to a telecommunications provider by exploiting CVE-2023-4966. The intrusion compromised 600,000 user credentials, establishing persistent reverse shells across the internal DMZ.","Adversaries gained unauthorized system access to a telecommunications provider by exploiting CVE-2023-4966. The intrusion compromised 600,000 user credentials, establishing persistent reverse shells across the internal DMZ.",unauthorized_access_hacking,Unauthorized Access Hacking
cyberguard_301268,cyberguard,2024-05-02,Police / CERT Incident Report,"Complainant reported identity theft. Fraudsters acquired the victim's social security number and driver's license from an online leak and fraudulently claimed $48,692 in benefits.","Complainant reported identity theft. Fraudsters acquired the victim's social security number and driver's license from an online leak and fraudulently claimed $48,692 in benefits.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_102956,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $6,405.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $6,405.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_102331,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $2,358.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $2,358.",unauthorized_access_hacking,Unauthorized Access Hacking
cyberguard_300374,cyberguard,2024-05-02,Police / CERT Incident Report,"Citizen reported an online crypto investment fraud. An unknown party contacted them via Facebook Marketplace promoting a trading platform. Victim transferred $76,997 in Tether (USDT) before being locked out.","Citizen reported an online crypto investment fraud. An unknown party contacted them via Facebook Marketplace promoting a trading platform. Victim transferred $76,997 in Tether (USDT) before being locked out.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_101496,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $5,913.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $5,913.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_101040,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at Bank of America without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $5,971. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at Bank of America without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $5,971. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
eurepoc_201112,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A critical ransomware outbreak hit a aerospace defense contractor. Operators weaponized vulnerability CVE-2023-34362 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $2,881K for decryption tools.","A critical ransomware outbreak hit a aerospace defense contractor. Operators weaponized vulnerability CVE-2023-34362 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $2,881K for decryption tools.",ransomware_extortion,Ransomware Extortion
eurepoc_200867,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a government tax agency, causing complete denial of service for 47 hours.","A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a government tax agency, causing complete denial of service for 47 hours.",denial_of_service_disruption,Denial Of Service Disruption
cfpb_102741,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from JPMorgan Chase stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $11,641.","I received a text message purporting to be from JPMorgan Chase stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $11,641.",phishing_social_engineering,Phishing Social Engineering
cyberguard_300726,cyberguard,2024-05-02,Police / CERT Incident Report,"Complainant was deceived in an online transaction. They transferred $68,640 via Wells Fargo for an item listed on Instagram, after which the seller deleted their profile.","Complainant was deceived in an online transaction. They transferred $68,640 via Wells Fargo for an item listed on Instagram, after which the seller deleted their profile.",financial_cyber_fraud,Financial Cyber Fraud
eurepoc_200176,eurepoc,2024-04-10,Technical Cyber Threat Incident,A spear-phishing campaign attributed to Volt Typhoon targeted executives at a national railway operator. Weaponized PDF documents referencing fake regulatory audits delivered an infostealer payload harvesting domain credentials.,A spear-phishing campaign attributed to Volt Typhoon targeted executives at a national railway operator. Weaponized PDF documents referencing fake regulatory audits delivered an infostealer payload harvesting domain credentials.,phishing_social_engineering,Phishing Social Engineering
cfpb_102774,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at PayPal without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $9,676. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at PayPal without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $9,676. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_101009,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from Capital One stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $3,479.","I received a text message purporting to be from Capital One stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $3,479.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200191,eurepoc,2024-04-10,Technical Cyber Threat Incident,"An unauthenticated cloud storage bucket maintained by a public port logistics hub was compromised by unauthorized third parties. Attackers accessed 205,000 confidential records and backend system credentials.","An unauthenticated cloud storage bucket maintained by a public port logistics hub was compromised by unauthorized third parties. Attackers accessed 205,000 confidential records and backend system credentials.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_102723,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"An unauthorized wire transfer of $5,419 was initiated from my checking account at PayPal. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.","An unauthorized wire transfer of $5,419 was initiated from my checking account at PayPal. The funds were transferred overseas via an online crypto broker. The bank refused to reimburse me, claiming my credentials were used.",financial_cyber_fraud,Financial Cyber Fraud
eurepoc_200645,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Threat group APT28 (Fancy Bear) launched an extortion attack against a public port logistics hub. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $2,246K within 48 hours to halt the auction of exfiltrated administrative files.","Threat group APT28 (Fancy Bear) launched an extortion attack against a public port logistics hub. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $2,246K within 48 hours to halt the auction of exfiltrated administrative files.",ransomware_extortion,Ransomware Extortion
cfpb_101000,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $6,374, my account was locked, and the customer service disappeared. This is an organized online investment fraud.","I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $6,374, my account was locked, and the customer service disappeared. This is an organized online investment fraud.",financial_cyber_fraud,Financial Cyber Fraud
eurepoc_201379,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A critical ransomware outbreak hit a public port logistics hub. Operators weaponized vulnerability CVE-2024-1709 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $2,315K for decryption tools.","A critical ransomware outbreak hit a public port logistics hub. Operators weaponized vulnerability CVE-2024-1709 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $2,315K for decryption tools.",ransomware_extortion,Ransomware Extortion
cfpb_101600,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from Bank of America stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $14,216.","I received a text message purporting to be from Bank of America stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $14,216.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200441,eurepoc,2024-04-10,Technical Cyber Threat Incident,Threat group APT28 (Fancy Bear) launched an extortion attack against a national railway operator. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $836K within 48 hours to halt the auction of exfiltrated administrative files.,Threat group APT28 (Fancy Bear) launched an extortion attack against a national railway operator. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $836K within 48 hours to halt the auction of exfiltrated administrative files.,ransomware_extortion,Ransomware Extortion
cyberguard_300682,cyberguard,2024-05-02,Police / CERT Incident Report,"Citizen reported an online crypto investment fraud. An unknown party contacted them via Tinder promoting a trading platform. Victim transferred $58,539 in Tether (USDT) before being locked out.","Citizen reported an online crypto investment fraud. An unknown party contacted them via Tinder promoting a trading platform. Victim transferred $58,539 in Tether (USDT) before being locked out.",financial_cyber_fraud,Financial Cyber Fraud
eurepoc_200372,eurepoc,2024-04-10,Technical Cyber Threat Incident,"An unauthenticated cloud storage bucket maintained by a telecommunications provider was compromised by unauthorized third parties. Attackers accessed 673,000 confidential records and backend system credentials.","An unauthenticated cloud storage bucket maintained by a telecommunications provider was compromised by unauthorized third parties. Attackers accessed 673,000 confidential records and backend system credentials.",unauthorized_access_hacking,Unauthorized Access Hacking
cfpb_100298,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I noticed several unauthorized electronic debit transactions totaling $9,406 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.","I noticed several unauthorized electronic debit transactions totaling $9,406 from an online merchant I have never heard of. I immediately froze my debit card and notified fraud prevention.",financial_cyber_fraud,Financial Cyber Fraud
cfpb_102866,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from Citibank stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $12,926.","I received a text message purporting to be from Citibank stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $12,926.",phishing_social_engineering,Phishing Social Engineering
cyberguard_301179,cyberguard,2024-05-02,Police / CERT Incident Report,"An impersonation call from someone claiming to be technical support at Cash App directed the victim to install remote access tools, compromising $56,623.","An impersonation call from someone claiming to be technical support at Cash App directed the victim to install remote access tools, compromising $56,623.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200658,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by APT28 (Fancy Bear) compromised the internal network of a aerospace defense contractor via compromised credentials. The actors exfiltrated 166GB of proprietary databases before deploying ransomware binaries. A ransom demand of $1,738K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by APT28 (Fancy Bear) compromised the internal network of a aerospace defense contractor via compromised credentials. The actors exfiltrated 166GB of proprietary databases before deploying ransomware binaries. A ransom demand of $1,738K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
cfpb_102705,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at JPMorgan Chase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $845. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at JPMorgan Chase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $845. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
eurepoc_200918,eurepoc,2024-04-10,Technical Cyber Threat Incident,A spear-phishing campaign attributed to LockBit 3.0 targeted executives at a pharmaceutical research lab. Weaponized PDF documents referencing fake regulatory audits delivered an infostealer payload harvesting domain credentials.,A spear-phishing campaign attributed to LockBit 3.0 targeted executives at a pharmaceutical research lab. Weaponized PDF documents referencing fake regulatory audits delivered an infostealer payload harvesting domain credentials.,phishing_social_engineering,Phishing Social Engineering
cfpb_102986,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $7,305 for charges I never made. I have filed an FTC identity theft report.","A fraudulent credit card was issued in my name. The perpetrator used my date of birth and forged my signature. The bank claims I owe $7,305 for charges I never made. I have filed an FTC identity theft report.",identity_theft_impersonation,Identity Theft Impersonation
cyberguard_300399,cyberguard,2024-05-02,Police / CERT Incident Report,"A business owner filed a report stating that an extortion group encrypted their client database, demanding $49,093 in Solana to restore access.","A business owner filed a report stating that an extortion group encrypted their client database, demanding $49,093 in Solana to restore access.",ransomware_extortion,Ransomware Extortion
cfpb_100126,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"A pop-up alert appeared on my computer claiming a critical security virus and instructed me to call customer support. The fake tech support agent gained remote access to my computer and transferred $12,189 from my savings.","A pop-up alert appeared on my computer claiming a critical security virus and instructed me to call customer support. The fake tech support agent gained remote access to my computer and transferred $12,189 from my savings.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200321,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Threat group Sandworm launched an extortion attack against a telecommunications provider. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $7,039K within 48 hours to halt the auction of exfiltrated administrative files.","Threat group Sandworm launched an extortion attack against a telecommunications provider. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $7,039K within 48 hours to halt the auction of exfiltrated administrative files.",ransomware_extortion,Ransomware Extortion
PR-GOT-2024-1024,custom_agency,2024-06-01,Institutional Complaint,"[Gotham Police Bureau] Complainant discovered that their national ID was used to secure an online personal loan of $12,000 without their knowledge. Contact officer email: fraud.unit@gothampolice.gov.","[Gotham Police Bureau] Complainant discovered that their national ID was used to secure an online personal loan of $12,000 without their knowledge. Contact officer email: <EMAIL>.",identity_theft_impersonation,Identity Theft / Bank Loan
cfpb_100641,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at JPMorgan Chase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $1,834. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at JPMorgan Chase without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $1,834. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cfpb_100034,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $6,465.","Unauthorized access occurred on my account. The intruder bypassed multi-factor authentication and added an external beneficiary without my authorization, transferring $6,465.",unauthorized_access_hacking,Unauthorized Access Hacking
cyberguard_300080,cyberguard,2024-05-02,Police / CERT Incident Report,"A commercial logistics agency reported a malware attack that locked critical shipment dispatch schedules, leaving a ransom note demanding Solana.","A commercial logistics agency reported a malware attack that locked critical shipment dispatch schedules, leaving a ransom note demanding Solana.",ransomware_extortion,Ransomware Extortion
cfpb_101209,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"A pop-up alert appeared on my computer claiming a critical security virus and instructed me to call customer support. The fake tech support agent gained remote access to my computer and transferred $4,054 from my savings.","A pop-up alert appeared on my computer claiming a critical security virus and instructed me to call customer support. The fake tech support agent gained remote access to my computer and transferred $4,054 from my savings.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200495,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A sophisticated double-extortion ransomware campaign orchestrated by LockBit 3.0 compromised the internal network of a pharmaceutical research lab via compromised credentials. The actors exfiltrated 645GB of proprietary databases before deploying ransomware binaries. A ransom demand of $3,407K in Bitcoin was posted, threatening public leak on darknet forums.","A sophisticated double-extortion ransomware campaign orchestrated by LockBit 3.0 compromised the internal network of a pharmaceutical research lab via compromised credentials. The actors exfiltrated 645GB of proprietary databases before deploying ransomware binaries. A ransom demand of $3,407K in Bitcoin was posted, threatening public leak on darknet forums.",ransomware_extortion,Ransomware Extortion
cfpb_102691,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $8,372, my account was locked, and the customer service disappeared. This is an organized online investment fraud.","I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $8,372, my account was locked, and the customer service disappeared. This is an organized online investment fraud.",financial_cyber_fraud,Financial Cyber Fraud
cyberguard_301112,cyberguard,2024-05-02,Police / CERT Incident Report,"Victim experienced unauthorized card-not-present fraud where $43,836 was deducted through international online payment processors.","Victim experienced unauthorized card-not-present fraud where $43,836 was deducted through international online payment processors.",financial_cyber_fraud,Financial Cyber Fraud
eurepoc_200354,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries gained unauthorized system access to a government tax agency by exploiting CVE-2023-2868. The intrusion compromised 110,000 user credentials, establishing persistent reverse shells across the internal DMZ.","Adversaries gained unauthorized system access to a government tax agency by exploiting CVE-2023-2868. The intrusion compromised 110,000 user credentials, establishing persistent reverse shells across the internal DMZ.",unauthorized_access_hacking,Unauthorized Access Hacking
eurepoc_201261,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a aerospace defense contractor, causing complete denial of service for 44 hours.","A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a aerospace defense contractor, causing complete denial of service for 44 hours.",denial_of_service_disruption,Denial Of Service Disruption
cfpb_101059,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I received a text message purporting to be from Bank of America stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $555.","I received a text message purporting to be from Bank of America stating my account was locked. It included a link directing me to a spoofed login page. Before I realized it was a phishing scam, they stole my two-factor authentication token and drained $555.",phishing_social_engineering,Phishing Social Engineering
eurepoc_200326,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Threat group LockBit 3.0 launched an extortion attack against a pharmaceutical research lab. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $6,370K within 48 hours to halt the auction of exfiltrated administrative files.","Threat group LockBit 3.0 launched an extortion attack against a pharmaceutical research lab. All virtual hypervisors and backup domains were encrypted. Negotiations demanded $6,370K within 48 hours to halt the auction of exfiltrated administrative files.",ransomware_extortion,Ransomware Extortion
eurepoc_200653,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A critical ransomware outbreak hit a aerospace defense contractor. Operators weaponized vulnerability CVE-2024-1709 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $4,469K for decryption tools.","A critical ransomware outbreak hit a aerospace defense contractor. Operators weaponized vulnerability CVE-2024-1709 in perimeter firewalls to establish persistent C2 access. File systems were encrypted and volume shadow copies destroyed. The extortion group demanded $4,469K for decryption tools.",ransomware_extortion,Ransomware Extortion
cfpb_102570,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at Bank of America without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $12,881. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at Bank of America without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $12,881. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
eurepoc_200223,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A massive volumetric Distributed Denial of Service (DDoS) attack peaking at 1.25 Tbps targeted a commercial banking network. The attack exploited an amplified DNS/UDP reflection vector through a global IoT botnet, resulting in 72 hours of total service outage.","A massive volumetric Distributed Denial of Service (DDoS) attack peaking at 1.25 Tbps targeted a commercial banking network. The attack exploited an amplified DNS/UDP reflection vector through a global IoT botnet, resulting in 72 hours of total service outage.",denial_of_service_disruption,Denial Of Service Disruption
cfpb_102702,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $10,605, my account was locked, and the customer service disappeared. This is an organized online investment fraud.","I was targeted by an online investment portal promising guaranteed returns on Bitcoin. After depositing $10,605, my account was locked, and the customer service disappeared. This is an organized online investment fraud.",financial_cyber_fraud,Financial Cyber Fraud
eurepoc_200779,eurepoc,2024-04-10,Technical Cyber Threat Incident,"A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a government tax agency, causing complete denial of service for 72 hours.","A persistent flood of HTTP/2 Rapid Reset requests disrupted the border gateway and online authentication servers of a government tax agency, causing complete denial of service for 72 hours.",denial_of_service_disruption,Denial Of Service Disruption
cyberguard_300740,cyberguard,2024-05-02,Police / CERT Incident Report,"Victim experienced unauthorized card-not-present fraud where $63,584 was deducted through international online payment processors.","Victim experienced unauthorized card-not-present fraud where $63,584 was deducted through international online payment processors.",financial_cyber_fraud,Financial Cyber Fraud
eurepoc_200618,eurepoc,2024-04-10,Technical Cyber Threat Incident,"An unauthenticated cloud storage bucket maintained by a aerospace defense contractor was compromised by unauthorized third parties. Attackers accessed 409,000 confidential records and backend system credentials.","An unauthenticated cloud storage bucket maintained by a aerospace defense contractor was compromised by unauthorized third parties. Attackers accessed 409,000 confidential records and backend system credentials.",unauthorized_access_hacking,Unauthorized Access Hacking
cyberguard_301265,cyberguard,2024-05-02,Police / CERT Incident Report,"A business owner filed a report stating that an extortion group encrypted their client database, demanding $77,497 in Monero to restore access.","A business owner filed a report stating that an extortion group encrypted their client database, demanding $77,497 in Monero to restore access.",ransomware_extortion,Ransomware Extortion
cfpb_101678,cfpb,2024-03-15,Credit card / Virtual Currency / Wire Transfer,"I found an unauthorized account opened under my name at PayPal without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $7,245. I contacted the bureau to place a fraud alert.","I found an unauthorized account opened under my name at PayPal without my consent. My SSN was compromised in a data breach, and someone applied for an online line of credit in the amount of $7,245. I contacted the bureau to place a fraud alert.",identity_theft_impersonation,Identity Theft Impersonation
cyberguard_301008,cyberguard,2024-05-02,Police / CERT Incident Report,"Victim experienced unauthorized card-not-present fraud where $75,603 was deducted through international online payment processors.","Victim experienced unauthorized card-not-present fraud where $75,603 was deducted through international online payment processors.",financial_cyber_fraud,Financial Cyber Fraud
eurepoc_200456,eurepoc,2024-04-10,Technical Cyber Threat Incident,"Adversaries gained unauthorized system access to a regional healthcare facility by exploiting CVE-2024-1709. The intrusion compromised 217,000 user credentials, establishing persistent reverse shells across the internal DMZ.","Adversaries gained unauthorized system access to a regional healthcare facility by exploiting CVE-2024-1709. The intrusion compromised 217,000 user credentials, establishing persistent reverse shells across the internal DMZ.",unauthorized_access_hacking,Unauthorized Access Hacking
